request_id	goal_id	seed_paper_id	traversal_paper_id	depth	direction	service	operation	normalized_identifier	parameters	requested_at_utc	page_cursor	response_status	result_count	response_checksum	cache_checksum	client_version	cache_status	attempt	retry_events	rate_limit_events	policy_url	policy_checked_date	cache_path	terminal_state
REQ-G03-0011	G03	PAPER-2602.21514	PAPER-2602.21514	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2602.21514%7CPAPER-2602.21514v2	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2602.21514%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2602.21514v2&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:33Z	NOT_APPLICABLE	200	0	b068280e28f42fdf504392c543d439887b104a48a3e7a21ec013bc4bddbbe7a2	b068280e28f42fdf504392c543d439887b104a48a3e7a21ec013bc4bddbbe7a2	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=989|reset=47007|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0011.json	EMPTY
REQ-G03-0012	G03	PAPER-2603.01779	PAPER-2603.01779	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2603.01779%7CPAPER-2603.01779v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2603.01779%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2603.01779v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:34Z	NOT_APPLICABLE	200	0	edff4025c294da6cc870ea1e1baad6f27c9aee0bb0d60e5748d951ad9bb01fa8	edff4025c294da6cc870ea1e1baad6f27c9aee0bb0d60e5748d951ad9bb01fa8	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=988|reset=47006|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0012.json	EMPTY
REQ-G03-0013	G03	PAPER-2605.02171	PAPER-2605.02171	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2605.02171%7CPAPER-2605.02171v3	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2605.02171%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2605.02171v3&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:36Z	NOT_APPLICABLE	200	1	4df4976f4479828d526ed1233b361e7d1dfe311b64366543442e967da20f95a8	4df4976f4479828d526ed1233b361e7d1dfe311b64366543442e967da20f95a8	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=987|reset=47004|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0013.json	COMPLETE
REQ-G03-0014	G03	PAPER-2112.00098	PAPER-2112.00098	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2112.00098%7CPAPER-2112.00098v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2112.00098%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2112.00098v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:37Z	NOT_APPLICABLE	200	0	58e3ec1162d50d5423876afa338c310ac26806388dc1e1efb4309c760b2cf1f9	58e3ec1162d50d5423876afa338c310ac26806388dc1e1efb4309c760b2cf1f9	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=986|reset=47003|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0014.json	EMPTY
REQ-G03-0015	G03	PAPER-0708.4284	PAPER-0708.4284	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-0708.4284%7CPAPER-0708.4284v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F0708.4284%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F0708.4284v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:39Z	NOT_APPLICABLE	200	0	c27984f87ef205264a1652b046c2dbd4251ae83814c3e00b14c4e1607483edac	c27984f87ef205264a1652b046c2dbd4251ae83814c3e00b14c4e1607483edac	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=985|reset=47001|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0015.json	EMPTY
REQ-G03-0016	G03	PAPER-1810.08473	PAPER-1810.08473	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-1810.08473%7CPAPER-1810.08473v3	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F1810.08473%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F1810.08473v3&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:40Z	NOT_APPLICABLE	200	0	4fbe8c06c11c5e7f2ebb5e42803b28dec7e5dc1b6545d93379fe35cf4e71a54d	4fbe8c06c11c5e7f2ebb5e42803b28dec7e5dc1b6545d93379fe35cf4e71a54d	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=984|reset=47000|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0016.json	EMPTY
REQ-G03-0017	G03	PAPER-1304.4453	PAPER-1304.4453	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-1304.4453%7CPAPER-1304.4453v4	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F1304.4453%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F1304.4453v4&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:42Z	NOT_APPLICABLE	200	0	f5c4e41fce91818728d7b3e4fc4ec7012481e1f78f35e7b774bd25a5d5ed568e	f5c4e41fce91818728d7b3e4fc4ec7012481e1f78f35e7b774bd25a5d5ed568e	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=983|reset=46998|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0017.json	EMPTY
REQ-G03-0018	G03	PAPER-1407.6755	PAPER-1407.6755	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-1407.6755%7CPAPER-1407.6755v2	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F1407.6755%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F1407.6755v2&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:43Z	NOT_APPLICABLE	200	0	cbc714df7e104ac079e240f81fa938c2e49782b0daf0d2ea35ae24e71e82654a	cbc714df7e104ac079e240f81fa938c2e49782b0daf0d2ea35ae24e71e82654a	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=982|reset=46997|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0018.json	EMPTY
REQ-G03-0019	G03	PAPER-1708.07271	PAPER-1708.07271	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-1708.07271%7CPAPER-1708.07271v3	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F1708.07271%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F1708.07271v3&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:44Z	NOT_APPLICABLE	200	0	3ef574d9872e32b5b917757ca3669917153993b71661fa5091cd1c0aed310d8d	3ef574d9872e32b5b917757ca3669917153993b71661fa5091cd1c0aed310d8d	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=981|reset=46996|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0019.json	EMPTY
REQ-G03-0020	G03	PAPER-2104.09616	PAPER-2104.09616	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2104.09616%7CPAPER-2104.09616v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2104.09616%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2104.09616v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:46Z	NOT_APPLICABLE	200	0	21ee5c925299de1b959a37281acd4c24db9678e5894eb99076a1cbc8ea24bb1f	21ee5c925299de1b959a37281acd4c24db9678e5894eb99076a1cbc8ea24bb1f	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=980|reset=46994|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0020.json	EMPTY
REQ-G03-0021	G03	PAPER-2012.10026	PAPER-2012.10026	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2012.10026%7CPAPER-2012.10026v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2012.10026%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2012.10026v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:47Z	NOT_APPLICABLE	200	0	1004d4dc57246c91e052b52c7ae7ca5c7cb9df07ccb3ec80520dadb9ed34e463	1004d4dc57246c91e052b52c7ae7ca5c7cb9df07ccb3ec80520dadb9ed34e463	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=979|reset=46993|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0021.json	EMPTY
REQ-G03-0022	G03	PAPER-2503.00430	PAPER-2503.00430	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2503.00430%7CPAPER-2503.00430v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2503.00430%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2503.00430v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:49Z	NOT_APPLICABLE	200	0	1ec19e09305fbb42d319dba9d5a05627b42c6c3351a1f789cec814b9ffae3f6a	1ec19e09305fbb42d319dba9d5a05627b42c6c3351a1f789cec814b9ffae3f6a	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=978|reset=46991|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0022.json	EMPTY
REQ-G03-0023	G03	PAPER-2305.11053	PAPER-2305.11053	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2305.11053%7CPAPER-2305.11053v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2305.11053%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2305.11053v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:50Z	NOT_APPLICABLE	200	0	3430810a4330b707beb613b7f5aa301352eeacef56ceb4a38c0230303ff88e04	3430810a4330b707beb613b7f5aa301352eeacef56ceb4a38c0230303ff88e04	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=977|reset=46990|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0023.json	EMPTY
REQ-G03-0024	G03	PAPER-2204.11137	PAPER-2204.11137	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2204.11137%7CPAPER-2204.11137v3	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2204.11137%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2204.11137v3&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:52Z	NOT_APPLICABLE	200	0	e6bc91444314288446fe5bef8c505c88dc88fea35b83d13445600c96e0cc4ff4	e6bc91444314288446fe5bef8c505c88dc88fea35b83d13445600c96e0cc4ff4	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=976|reset=46988|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0024.json	EMPTY
REQ-G03-0025	G03	PAPER-2412.07729	PAPER-2412.07729	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2412.07729%7CPAPER-2412.07729v2	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2412.07729%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2412.07729v2&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:53Z	NOT_APPLICABLE	200	0	048d511f54848946f4066c4f63a21a5b1f582d11c458fd2422c07c8d2222922b	048d511f54848946f4066c4f63a21a5b1f582d11c458fd2422c07c8d2222922b	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=975|reset=46987|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0025.json	EMPTY
REQ-G03-0026	G03	PAPER-1603.01876	PAPER-1603.01876	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-1603.01876%7CPAPER-1603.01876v2	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F1603.01876%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F1603.01876v2&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:54Z	NOT_APPLICABLE	200	0	05e8e480fed92f2b1762f7cf4e403ad169b9a944a7785d886ab8d7b1428807ea	05e8e480fed92f2b1762f7cf4e403ad169b9a944a7785d886ab8d7b1428807ea	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=974|reset=46985|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0026.json	EMPTY
REQ-G03-0027	G03	PAPER-2401.01019	PAPER-2401.01019	0	SEED_RESOLUTION	OpenAlex	SEED_RESOLUTION	PAPER-2401.01019%7CPAPER-2401.01019v1	filter=locations.landing_page_url%3Ahttps%3A%2F%2Farxiv.org%2Fabs%2F2401.01019%7Chttps%3A%2F%2Farxiv.org%2Fabs%2F2401.01019v1&per_page=100&select=id%2Cdoi%2Cdisplay_name%2Cpublication_date%2Ctype%2Cauthorships%2Cids%2Clocations%2Creferenced_works%2Ccited_by_count%2Cis_retracted%2Cupdated_date	2026-08-11T10:56:56Z	NOT_APPLICABLE	200	0	4628df2b22854bac00788200c4f749b392978b7241fa76b4773d2d0a453f2d55	4628df2b22854bac00788200c4f749b392978b7241fa76b4773d2d0a453f2d55	knight-bus-g03-openalex/1.0	MISS	1	NONE	remaining=973|reset=46984|credits_used=1	https://developers.openalex.org/api-reference/authentication	2026-08-11	arxiv-reference/cache/g03/openalex/REQ-G03-0027.json	EMPTY
